transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T05478,U084,2021-06-11,expense,rent,16020,unknown,chennai,Doctor visit
T05563,U073,2021-06-11,expense,travel,127,cash,bengaluru,Course fee
T01557,U076,2021-06-11,expense,rent,64,card,pune,Salary
T02609,U171,2021-06-11,expense,utilities,57,cash,hyderabad,
T14119,U054,2021-06-11,expense,entertainment,175,upi,ahmedabad,m4g0QLlDh0apB
T08050,U179,2021-06-11,expense,food,2013,cash,jaipur,Dinner at resto
T13523,U040,2021-06-11,expense,food,1925,bank transfer,delhi,Salary
T09926,U148,2021-06-11,income,salary,39048,card,jaipur,Monthly rent
T04969,U064,2021-06-11,expense,rent,718,upi,kolkata,Uber to office
T09923,U073,2021-06-11,expense,savings,54,upi,delhi,Gift
T02621,U112,2021-06-11,expense,food,709,card,hyderabad,Uber to office
T00263,U172,2021-06-11,expense,travel,150,cash,jaipur,Netflix subscription
T02921,U192,2021-06-11,expense,ohters,178,bank transfer,hyderabad,Grocery shopping
T10802,U148,2021-06-11,income,other income,81568,unknown,chennai,Monthly rent
T11485,U089,2021-06-12,expense,rent,78,upi,ahmedabad,Grocery shopping
T07333,U043,2021-06-12,expense,unknown,1162,cash,bengaluru,Paid electricity bill
T08541,U004,2021-06-12,expense,rent,22,cash,delhi,Doctor visit
T10035,U056,2021-06-12,expense,food,1134,bank transfer,lucknow,Grocery shopping cash
T08808,U110,2021-06-12,expense,travel,999999,bank transfer,chennai,YMbXvUmHS7
T04735,U102,2021-06-12,expense,utilities,519,upi,delhi,Course fee late
T13423,U102,2021-06-12,expense,unknown,435,cash,hyderabad,Gift
T04877,U015,2021-06-12,expense,food,100,card,hyderabad,Netflix subscription
T04690,U036,2021-06-12,expense,rent,507,bank transfer,jaipur,Uber to office cash
T05941,U073,2021-06-12,expense,rent,744,cash,bengaluru,Netflix subscription
T12453,U156,2021-06-12,expense,rentt,253,bank transfer,mumbai,Netflix subscription
T03109,U014,2021-06-12,expense,rent,2892,upi,chennai,Doctor visit via app
T01456,U174,2021-06-12,expense,rent,758,upi,mumbai,
T04019,U166,2021-06-12,expense,savings,314,ard,mumbai,Netflix subscription
T05737,U086,2021-06-13,expense,food,295,bank transfer,jaipur,Salary
T05180,U001,2021-06-13,expense,rent,2796,cash,bengaluru,Paid electricity bill
T00101,U177,2021-06-13,expense,food,575,bank transfer,jaipur,Netflix subscription
T06511,U122,2021-06-13,expense,rent,16,bank transfer,mumbai,Salary late
T02607,U064,2021-06-13,expense,utilitise,2530,cash,bengaluru,Course fee
T00784,U080,2021-06-13,expense,food,2730,unknown,delhi,Uber to office late
T05182,U061,2021-06-13,expense,rent,697,upi,bengaluru,Netflix subscription
T06914,U010,2021-06-13,expense,food,1240,cash,ahmedabad,Grocery shopping
T04662,U102,2021-06-13,expense,rent,245,upi,hyderabad,Course fee
T02788,U079,2021-06-13,expense,others,595,cash,pune,Uber to office
T04135,U148,2021-06-13,expense,utilities,564,upi,jaipur,Doctor visit
T10283,U114,2021-06-13,expense,food,91,card,delhi,Gift
T06332,U097,2021-06-13,expense,rent,478,card,mumbai,Course fee
T10866,U160,2021-06-13,expense,education,134,bank transfer,hyderabad,Monthly rent
T05655,U052,2021-06-13,expense,food,310,upi,kolkata,Doctor visit
T14295,U148,2021-06-14,expense,food,193,upi,bengaluru,Salary
T00614,U172,2021-06-14,expense,etertainment,235,upi,unknown,Grocery shopping
T08564,U060,2021-06-14,expense,entertainment,122,card,mumbai,Netflix subscription late
T08010,U190,2021-06-14,income,other income,71627,card,hyderabad,Salary
T10224,U029,2021-06-14,expense,entertainment,68,cash,unknown,Course fee
T06483,U123,2021-06-14,expense,entertainment,667,card,mumbai,Netflix subscription
T13805,U056,2021-06-14,income,boonus,61887,cash,chennai,Salary
T04926,U067,2021-06-14,expense,rent,158,cash,bengaluru,Dinner at resto via app
T08054,U029,2021-06-14,expense,rent,214,bank transfer,ahmedabad,Doctor visit
T09920,U119,2021-06-14,expense,rent,992,cash,hyderabad,Grocery shopping cash
T09910,U010,2021-06-14,expense,food,1278,unknown,jaipur,Doctor visit
T01461,U112,2021-06-14,expense,rent,173,card,chennai,SwoSe0ExiFUQks8Mwn
T10290,U073,2021-06-15,expense,rent,120,card,ahmedabad,Monthly rent
T04122,U001,2021-06-15,expense,food,885,card,hyderabad,Course fee cash
T13488,U020,2021-06-15,income,bonus,52269,card,pune,
T00162,U128,2021-06-15,expense,othhers,818,upi,bengaluru,Uber to office
T10579,U003,2021-06-15,income,other income,76958,upi,kolkata,Gift
T05292,U089,2021-06-15,expense,food,39,unknown,kolkata,
T09863,U177,2021-06-15,expense,food,829,upi,hyderabad,Gift
T12321,U018,2021-06-15,expense,rent,1821,bank transfer,jaipur,Salary
T08272,U148,2021-06-15,expense,entertainment,220,upi,kolkata,Paid electricity bill
T08447,U038,2021-06-15,expense,rent,819,card,chennai,Course fee via app
T06533,U042,2021-06-16,income,bonus,58827,cash,jaipur,Monthly rent
T07956,U051,2021-06-16,expense,food,1644,upi,ahmedabad,Doctor visit cash
T11866,U152,2021-06-16,expense,food,1460,upi,bengaluru,4fSAZC8pRE5GX4cgLWK
T01957,U002,2021-06-16,expense,others,48,card,bengaluru,Netflix subscription late
T10104,U170,2021-06-16,expense,others,196,cash,lucknow,Course fee
T08211,U115,2021-06-16,expense,food,313,upi,delhi,Salary
T01278,U087,2021-06-17,expense,others,225,cash,lucknow,Course fee
T05729,U074,2021-06-17,expense,utiliities,337,cash,delhi,Grocery shopping cash
T05670,U179,2021-06-17,expense,rent,142,cash,hyderabad,Uber to office
T11343,U098,2021-06-17,expense,food,481,cash,pune,Grocery shopping
T00746,U042,2021-06-17,expense,travel,2313,bank transfer,hyderabad,Doctor visit
T09581,U166,2021-06-17,expense,rent,424,cash,lucknow,Grocery shopping via app
T07266,U060,2021-06-17,expense,rent,427,bank transfer,ahmedabad,Netflix subscription
T11758,U053,2021-06-17,expense,rent,158,bank transfer,delhi,Netflix subscription
T07200,U009,2021-06-17,expense,rent,3407,upi,pune,Monthly rent
T05187,U039,2021-06-18,income,salary,70773,card,jaipur,Dinner at resto
T12505,U060,2021-06-18,expense,rent,964,bank transfer,hyderabad,Grocery shopping
T11716,U127,2021-06-18,expense,foood,1292,bank transfer,mumbai,Dinner at resto
T10157,U075,2021-06-18,expense,rent,1076,cash,delhi,Monthly rent
T13995,U139,2021-06-18,expense,rent,3776,card,chennai,Gift
T01968,U040,2021-06-18,expense,entertainment,2153,card,mumbai,Netflix subscription late
T02136,U113,2021-06-18,expense,utilities,202,upi,kolkata,Uber to office
T03097,U179,2021-06-18,expense,foo,260,cash,mumbai,Course fee
T00403,U039,2021-06-18,expense,travel,217,upi,bengaluru,6qj3PdbpVEoHvaCGnqp2
T02268,U046,2021-06-18,expense,travel,273,cash,ahmedabad,Salary
T04768,U142,2021-06-19,expense,food,1100,upi,pune,JZ3giYWCzd83
T04230,U126,2021-06-19,expense,food,3537,unknown,jaipur,Gift via app
T04783,U171,2021-06-19,expense,savings,638,card,mumbai,
T12845,U152,2021-06-19,expense,others,161,card,jaipur,Gift cash
T00598,U054,2021-06-19,income,bonus,65644,unknown,chennai,
T10749,U123,2021-06-19,expense,travel,469,card,bengaluru,E8RBj3qV8
T10980,U077,2021-06-19,expense,food,430,card,jaipur,Monthly rent
T02562,U116,2021-06-19,expense,savings,46,card,lucknow,UdeJLeiE
T08599,U170,2021-06-19,expense,rent,912,cash,mumbai,Grocery shopping
T02114,U189,2021-06-20,expense,travel,1703,cash,lucknow,Doctor visit via app
T06769,U086,2021-06-20,expense,others,357,bank transfer,hyderabad,Salary cash
T08105,U188,2021-06-20,expense,food,564,bank transfer,bengaluru,Dinner at resto cash
T08663,U171,2021-06-20,expense,others,58,card,pune,Course fee
T10775,U072,2021-06-20,income,salary,32030,card,hyderabad,LXbcG3vaC3P
T04932,U042,2021-06-20,expense,rent,140,upi,kolkata,Dinner at resto
T01318,U015,2021-06-20,expense,food,386,card,chennai,Uber to office
T08326,U154,2021-06-20,expense,food,4469,baank transfer,delhi,Paid electricity bill late
T12929,U144,2021-06-20,income,bonus,54010,card,lucknow,Course fee
T14434,U083,2021-06-20,expense,rent,80,upi,chennai,
T06178,U160,2021-06-20,expense,foood,283,bank transfer,bengaluru,Dinner at resto
T01402,U096,2021-06-20,expense,food,1139,card,lucknow,Doctor visit
T03059,U183,2021-06-21,expense,savings,390,card,delhi,LuC46m9vyP7dVzUqBn
T14783,U010,2021-06-21,expense,utilities,626,card,pune,Paid electricity bill
T03024,U075,2021-06-21,expense,travel,172,unknown,chennai,Dinner at resto
T07503,U090,2021-06-21,expense,travel,89,upi,pune,Grocery shopping
T02963,U151,2021-06-21,expense,rent,1056,card,chennai,
T00208,U047,2021-06-21,expense,food,153,cash,jaipur,Doctor visit
T10696,U114,2021-06-21,expense,entertainment,1151,unknown,unknown,Paid electricity bill
T08244,U019,2021-06-21,expense,food,185,upi,mumbai,Course fee
T05437,U062,2021-06-21,expense,food,57,bank transfer,hyderabad,Paid electricity bill via app
T00687,U082,2021-06-22,income,salary,61207,cash,pune,Lm5RAkoTGYe8ER27XI5
T09230,U133,2021-06-22,income,other income,54078,upi,pune,
T14230,U172,2021-06-22,expense,education,1317,upi,jaipur,
T13729,U138,2021-06-22,expense,food,588,card,bengaluru,Uber to office
T00730,U188,2021-06-22,expense,food,1381,upi,kolkata,Dinner at resto
T01637,U189,2021-06-22,expense,rent,1688,cash,pune,Course fee
T06860,U077,2021-06-22,income,salary,45405,cash,hyderabad,yLMEhzumBaMun
T06097,U148,2021-06-22,expense,travel,174,cash,chennai,Dinner at resto
T07868,U026,2021-06-22,expense,entertainment,1522,cash,jaipur,Uber to office late
T09417,U094,2021-06-22,expense,food,272,bank transfer,unknown,Dinner at resto
T04269,U148,2021-06-22,expense,utilities,128,bank transfer,pune,Monthly rent
T06627,U163,2021-06-23,expense,travel,332,card,kolkata,Monthly rent
T04377,U169,2021-06-23,expense,food,3314,cash,lucknow,
T12499,U160,2021-06-23,income,bonus,45356,card,pune,
T12919,U088,2021-06-23,expense,rent,2447,card,ahmedabad,Grocery shopping
T13171,U113,2021-06-23,expense,rent,608,bank transfer,mumbai,Course fee late
T05967,U145,2021-06-23,income,other income,75878,upi,hyderabad,Monthly rent cash
T04772,U023,2021-06-23,expense,food,101,upi,mumbai,Dinner at resto
T11434,U073,2021-06-23,expense,utilities,503,bank transfer,unknown,Doctor visit via app
T05354,U035,2021-06-23,expense,others,703,upi,hyderabad,Uber to office
T13373,U016,2021-06-23,income,salary,45102,cash,unknown,Salary
T06912,U020,2021-06-23,expense,others,173,bank transfer,hyderabad,Doctor visit
T06787,U164,2021-06-23,expense,entertainment,104,upi,pune,Paid electricity bill
T04075,U104,2021-06-24,expense,utilities,1191,cash,delhi,Gift cash
T00637,U035,2021-06-24,expense,food,129,cash,mumbai,Netflix subscription
T12978,U178,2021-06-24,expense,utilities,512,card,kolkata,Netflix subscription
T12457,U034,2021-06-24,expense,rent,2590,cash,bengaluru,Salary via app
T13089,U169,2021-06-24,income,bonus,67416,card,kolkata,Netflix subscription
T13442,U036,2021-06-24,income,other income,61018,cash,bengaluru,Doctor visit
T08860,U015,2021-06-24,expense,savings,756,cash,kolkata,Monthly rent
T05533,U026,2021-06-24,expense,travel,45,cash,delhi,
T10302,U143,2021-06-24,expense,utilities,103,cash,mumbai,
T07156,U090,2021-06-24,income,bonus,21872,bank transfer,unknown,Uber to office
T13045,U133,2021-06-25,income,bonus,47282,upi,chennai,Netflix subscription via app
T09393,U172,2021-06-25,expense,utilitiess,1138,upi,bengaluru,
T05044,U160,2021-06-25,income,bonus,53159,cash,lucknow,
T11073,U017,2021-06-25,expense,travel,1522,card,kolkata,Paid electricity bill
T09915,U032,2021-06-25,expense,education,396,bank transfer,pune,mxM7bHfMx
T04443,U014,2021-06-25,expense,others,727,bank transfer,delhi,Paid electricity bill late
T09596,U173,2021-06-25,expense,saivngs,93,upi,bengaluru,Grocery shopping
T09847,U077,2021-06-26,income,salary,33534,card,lucknow,Monthly rent late
T12165,U021,2021-06-26,income,bonus,47496,card,lucknow,Grocery shopping cash
T08540,U095,2021-06-26,expense,food,1761,cash,hyderabad,wkAdxBaz8rnYSOE
T07082,U162,2021-06-26,expense,food,78,card,chennai,Monthly rent
T01302,U080,2021-06-26,expense,food,604,bank transfer,mumbai,
T12072,U120,2021-06-26,expense,utilities,2150,cash,hyderabad,
T10836,U066,2021-06-26,expense,utilities,1529,card,jaipur,Netflix subscription via app
T10493,U092,2021-06-27,expense,travel,1480,bank transfer,jaipur,Doctor visit
T00366,U124,2021-06-27,expense,rent,43,card,pune,Uber to office cash
T11130,U165,2021-06-27,expense,food,1317,card,chennai,Course fee late
T07031,U088,2021-06-27,expense,food,298,card,kolkata,Paid electricity bill
T04597,U068,2021-06-27,expense,food,1454,bank transfer,ahmedabad,fCYxRVUbkCQU
T03977,U111,2021-06-27,expense,rent,130,bank transfer,chennai,Course fee
T09620,U175,2021-06-27,expense,travel,111,cash,kolkata,Monthly rent
T08580,U130,2021-06-27,income,other income,65829,bank transfer,kolkata,Dinner at resto
T12168,U040,2021-06-27,expense,rent,3471,upi,bengaluru,Salary
T06995,U026,2021-06-27,expense,utilities,97,unknown,mumbai,Uber to office
T03976,U106,2021-06-27,expense,utilities,461,cash,bengaluru,Course fee
T01639,U124,2021-06-27,expense,utilities,140,acrd,bengaluru,Netflix subscription
T04796,U055,2021-06-28,expense,rent,255,upi,chennai,Netflix subscription
T06396,U141,2021-06-28,expense,food,4405,upi,pune,Course fee
T10624,U029,2021-06-28,expense,education,596,bank transfer,mumbai,
T06313,U119,2021-06-28,expense,travel,2515,card,pune,wBMR7Gf69iMzaNzA
T08147,U158,2021-06-28,expense,savings,439,card,chennai,Dinner at resto
T04896,U142,2021-06-29,expense,utilities,2384,upi,ahmedabad,Doctor visit
T03114,U027,2021-06-29,expense,utilities,530,card,bengaluru,Monthly rent
T03304,U130,2021-06-29,income,bonus,74204,card,bengaluru,Paid electricity bill
T02377,U094,2021-06-29,expense,rent,249,unknown,unknown,Doctor visit
T05969,U015,2021-06-29,expense,food,597,card,hyderabad,Doctor visit
T06465,U158,2021-06-29,expense,travle,292,card,lucknow,Salary
T12366,U126,2021-06-29,expense,travel,337,card,ahmedabad,Paid electricity bill
T02789,U057,2021-06-29,expense,utilities,458,cash,bengaluru,Salary
T05138,U003,2021-06-29,expense,food,7922,bank transfer,mumbai,Uber to office via app
T00116,U119,2021-06-29,expense,food,3309,upi,chennai,Grocery shopping
T13568,U173,2021-06-29,expense,others,116,upi,ahmedabad,AFcCDFLI1UutUG
T02754,U164,2021-06-29,expense,utilities,173,upi,kolkata,
T09245,U131,2021-06-30,expense,food,490,upi,mumbai,Monthly rent late
T14999,U159,2021-06-30,expense,food,33,card,lucknow,Dinner at resto
T09387,U153,2021-06-30,expense,utilities,351,upi,kolkata,Uber to office
T14769,U132,2021-06-30,income,bonus,72245,cash,ahmedabad,Salary
T04591,U103,2021-06-30,income,other income,55797,cash,mumbai,Monthly rent
T06212,U108,2021-06-30,expense,food,7708,card,chennai,Salary
T01287,U082,2021-06-30,expense,utilities,2273,cash,bengaluru,Gift late
T01738,U154,2021-06-30,income,other incom,69569,card,lucknow,Course fee
T02112,U021,2021-06-30,income,bonus,27300,upi,delhi,Uber to office
T06120,U002,2021-06-30,income,bonus,50170,cash,lucknow,Doctor visit
T14387,U039,2021-06-30,expense,entertainment,177,card,ahmedabad,Gift cash
T05568,U021,2021-07-01,expense,others,1712,upi,delhi,Dinner at resto
T09318,U138,2021-07-01,expense,utilities,711,card,delhi,Dinner at resto
T13144,U059,2021-07-01,expense,rent,148,bank transfer,chennai,Salary
T11193,U108,2021-07-01,income,other income,49424,cash,ahmedabad,Dinner at resto via app
T08204,U078,2021-07-01,income,bonus,80430,cash,kolkata,Dinner at resto
T01257,U054,2021-07-01,expense,entertainment,303,bank transfer,delhi,Doctor visit late
T05868,U053,2021-07-01,expense,travel,1017,cash,bengaluru,
T14489,U180,2021-07-01,income,bonus,58187,bank transfer,pune,Monthly rent
T11785,U113,2021-07-01,expense,utilities,826,card,delhi,Dinner at resto
T05903,U162,2021-07-01,expense,travel,245,card,chennai,Doctor visit
T02551,U058,2021-07-02,income,salary,63203,card,ahmedabad,Dinner at resto
T13520,U015,2021-07-02,expense,savings,1405,cash,chennai,
T03600,U044,2021-07-02,expense,food,12114,bank transfer,chennai,Salary via app
T14765,U128,2021-07-02,income,aslary,60609,cash,kolkata,Gift
T00470,U185,2021-07-02,expense,others,782,upi,unknown,Paid electricity bill
T14055,U136,2021-07-02,expense,foood,1750,cash,mumbai,Uber to office
T02156,U046,2021-07-02,expense,food,345,upi,kolkata,
T04094,U155,2021-07-02,income,salary,87896,bank transfer,lucknow,Netflix subscription
T11081,U099,2021-07-02,expense,food,1786,card,delhi,Paid electricity bill
T12931,U082,2021-07-02,expense,utilities,484,upi,chennai,Monthly rent
T07864,U150,2021-07-02,expense,rent,106,upi,chennai,Netflix subscription
T08524,U030,2021-07-02,income,salary,48064,bank transfer,bengaluru,Grocery shopping
T00488,U051,2021-07-02,income,other income,46552,upi,ahmedabad,
T01151,U031,2021-07-02,expense,food,74,cash,hyderabad,Netflix subscription
T02898,U021,2021-07-02,expense,travel,2059,card,delhi,Course fee
T08582,U134,2021-07-02,expense,savings,122,cash,delhi,Salary
T05921,U150,2021-07-03,expense,foood,114,upi,lucknow,Gift
T08718,U011,2021-07-03,expense,entertainment,479,bank transfer,jaipur,Uber to office cash
T06621,U045,2021-07-03,expense,travel,2301,upi,bengaluru,Doctor visit
T09023,U110,2021-07-03,expense,rent,510,card,ahmedabad,Netflix subscription
T11189,U045,2021-07-03,expense,food,600,cash,bengaluru,Course fee via app
T03441,U160,2021-07-03,income,bonus,47889,cash,bengaluru,Grocery shopping
T07932,U127,2021-07-03,expense,food,131,unknown,pune,Gift
T07052,U019,2021-07-03,expense,rent,185,bank transfer,chennai,Course fee
T10411,U172,2021-07-04,expense,travel,102,bank transfer,kolkata,Grocery shopping
T14185,U092,2021-07-04,expense,utilities,999999,upi,chennai,Doctor visit
T07728,U028,2021-07-04,expense,food,616,card,jaipur,
T06683,U117,2021-07-04,expense,rent,197,upi,mumbai,Gift
T05789,U020,2021-07-04,expense,education,59,cardd,delhi,Uber to office late
T12545,U100,2021-07-04,expense,food,4288,cash,lucknow,Grocery shopping
T03483,U173,2021-07-04,income,salary,69206,upi,pune,Grocery shopping late
T06537,U160,2021-07-04,expense,food,68,cash,jaipur,Monthly rent
T13022,U031,2021-07-04,expense,utilities,692,bank transfer,chennai,Uber to office
T10596,U011,2021-07-04,income,other income,88529,upi,pune,Grocery shopping
T07847,U144,2021-07-04,expense,entertainment,643,bank transfer,delhi,Monthly rent
T03568,U190,2021-07-05,expense,food,908,card,mumbai,Course fee
T08724,U108,2021-07-05,income,saary,84957,card,lucknow,Salary
T01239,U184,2021-07-05,expense,entertainment,7993,cash,lucknow,
T09777,U034,2021-07-05,expense,utiltiies,361,card,ahmedabad,Paid electricity bill
T08302,U020,2021-07-05,expense,food,103,upi,bengaluru,Course fee cash
T06565,U190,2021-07-05,expense,entertainemnt,2830,cash,hyderabad,Doctor visit
T00749,U185,2021-07-05,expense,ood,170,card,ahmedabad,Dinner at resto
T08210,U122,2021-07-05,expense,food,219,upi,ahmedabad,Uber to office late
T10080,U147,2021-07-05,expense,food,2192,cash,mumbai,Paid electricity bill
T12342,U091,2021-07-05,expense,savings,636,bank transfer,mumbai,Paid electricity bill
T04146,U130,2021-07-05,expense,food,1706,card,lucknow,iVGBmTI2MiU1KpK
T12011,U186,2021-07-05,expense,food,406,bank transfer,pune,Paid electricity bill
T06978,U179,2021-07-05,income,bonus,75882,upi,ahmedabad,Doctor visit
T07933,U167,2021-07-05,expense,rent,235,card,ahmedabad,Grocery shopping
T07876,U049,2021-07-06,expense,travel,2243,cash,jaipur,Doctor visit
T07146,U051,2021-07-06,expense,rent,3851,cash,delhi,Netflix subscription
T06546,U082,2021-07-06,expense,travel,346,upi,chennai,Uber to office
T13686,U049,2021-07-06,expense,food,711,card,ahmedabad,Doctor visit
T12696,U192,2021-07-06,expense,health,552,cash,ahmedabad,Course fee
T04427,U167,2021-07-06,expense,food,209,bank transfer,bengaluru,Uber to office via app
T06949,U150,2021-07-06,expense,foood,255,cash,pune,
T01668,U042,2021-07-06,income,salary,54593,card,ahmedabad,Gift
T00628,U096,2021-07-06,expense,rent,53,cash,hyderabad,
T08934,U113,2021-07-06,expense,utilities,193,bank transfer,ahmedabad,Salary
T07965,U025,2021-07-06,expense,food,146,upi,pune,Course fee
T07332,U086,2021-07-06,expense,rent,178,upi,jaipur,Netflix subscription
T02183,U068,2021-07-06,expense,food,543,upi,jaipur,Uber to office
T02979,U102,2021-07-06,expense,education,172,card,chennai,Course fee
T07040,U151,2021-07-07,expense,rent,520,upi,chennai,Netflix subscription late
T05104,U046,2021-07-07,expense,food,1137,upi,hyderabad,Course fee
T07070,U031,2021-07-07,expense,foo,755,bank transfer,bengaluru,Doctor visit
T04925,U130,2021-07-07,expense,rent,103,card,chennai,Dinner at resto
T08511,U107,2021-07-07,expense,rent,419,bank transfer,hyderabad,Dinner at resto
T01439,U142,2021-07-07,expense,utilities,8,card,kolkata,Paid electricity bill
T11001,U044,2021-07-07,expense,fod,2277,card,pune,Grocery shopping
T02859,U008,2021-07-07,expense,food,183,bank transfer,ahmedabad,Course fee
T10821,U125,2021-07-07,expense,others,103,bank transfer,kolkata,Salary via app
T09429,U061,2021-07-07,expense,food,267,cash,hyderabad,Uber to office
T12663,U067,2021-07-07,expense,rent,91,card,hyderabad,Uber to office
T08757,U043,2021-07-07,expense,utilities,1030,card,delhi,Uber to office
T13764,U038,2021-07-07,expense,rent,553,card,bengaluru,Uber to office
T06664,U038,2021-07-07,income,bonus,48318,card,mumbai,Paid electricity bill
T09473,U094,2021-07-07,expense,travel,835,bank transfer,ahmedabad,
T14604,U043,2021-07-08,expense,unknown,132,cash,ahmedabad,Course fee cash
T05950,U177,2021-07-08,expense,food,51,bank transfer,kolkata,Monthly rent
T08601,U128,2021-07-08,expense,rentt,222,upi,lucknow,Uber to office
T03914,U034,2021-07-08,expense,travel,645,cash,chennai,Netflix subscription
T13625,U153,2021-07-08,expense,food,152,bank transfer,hyderabad,Monthly rent
T12109,U071,2021-07-08,expense,food,368,upi,bengaluru,Paid electricity bill via app
T03384,U134,2021-07-08,expense,education,663,upi,pune,Dinner at resto
T13231,U141,2021-07-08,expense,travel,365,upi,hyderabad,Monthly rent
T10215,U088,2021-07-08,expense,entertainment,4299,cash,chennai,Gift
T10491,U120,2021-07-08,expense,entertainment,178,upi,bengaluru,Salary
T10236,U139,2021-07-09,expense,education,938,bank transfer,mumbai,Doctor visit
T00344,U143,2021-07-09,income,bonus,57488,card,pune,Netflix subscription cash
T00307,U044,2021-07-09,expense,food,92,cash,kolkata,Dinner at resto
T11219,U180,2021-07-09,expense,food,2269,card,bengaluru,Salary
T08369,U172,2021-07-09,expense,entertainment,86,bank transfer,delhi,6FpRAkgywbOU1lx
T09254,U154,2021-07-09,expense,utilities,5256,bank transfer,chennai,Course fee
T07084,U192,2021-07-09,expense,food,4532,bank transfer,mumbai,Doctor visit
T10692,U075,2021-07-09,expense,food,482,upi,unknown,Netflix subscription
T01018,U069,2021-07-09,expense,travel,520,upi,bengaluru,Doctor visit
T01847,U135,2021-07-09,expense,food,1044,card,ahmedabad,Paid electricity bill
T09413,U005,2021-07-10,expense,rent,892,upi,hyderabad,Dinner at resto
T08905,U121,2021-07-10,expense,entertainment,232,bank transfer,delhi,ZvOLgWxCooiWiohcm
T09576,U189,2021-07-10,expense,travel,600,upi,hyderabad,Doctor visit
T10462,U057,2021-07-10,expense,food,148,cash,mumbai,Grocery shopping
T10748,U122,2021-07-10,expense,food,1150,cash,ahmedabad,Grocery shopping cash
T11152,U034,2021-07-10,expense,travel,276,bank transfer,kolkata,Grocery shopping cash
T03417,U043,2021-07-11,expense,savings,1164,cash,delhi,Netflix subscription
T02626,U126,2021-07-11,income,other income,39089,upi,pune,Grocery shopping late
T12833,U032,2021-07-11,income,salary,69534,bank transfer,pune,J44jEfLPGek9R1s1J55
T02056,U135,2021-07-11,expense,rent,492,card,chennai,Monthly rent
T01150,U122,2021-07-11,expense,food,579,card,bengaluru,Netflix subscription
T10693,U048,2021-07-11,expense,entertainment,113,bank transfer,bengaluru,Grocery shopping
T11932,U167,2021-07-12,expense,entertanment,742,card,mumbai,Doctor visit via app
T01479,U039,2021-07-12,expense,others,133,upi,pune,Uber to office
T13695,U164,2021-07-12,income,bonus,62168,cash,lucknow,Uber to office
T13920,U097,2021-07-12,expense,rent,291,cash,kolkata,Netflix subscription
T11830,U054,2021-07-12,expense,food,113,cash,jaipur,Salary
T14801,U189,2021-07-12,expense,travel,169,upi,bengaluru,Course fee
T13916,U094,2021-07-13,expense,travel,324,bank transfer,unknown,HlS6NoXrFhEE11K
T01586,U057,2021-07-13,expense,utilities,1665,card,bengaluru,Gift late
T13576,U013,2021-07-13,expense,rent,987,upi,unknown,Dinner at resto cash
T09821,U126,2021-07-13,expense,rent,305,upi,ahmedabad,
T03227,U064,2021-07-13,expense,utilities,81,card,mumbai,Course fee
T00468,U171,2021-07-14,expense,rent,2587,cash,kolkata,Gift late
T05166,U067,2021-07-14,expense,others,746,cash,chennai,Dinner at resto
T03865,U153,2021-07-14,expense,education,111,bank transfer,pune,Grocery shopping via app
T13117,U164,2021-07-14,expense,rent,504,unknown,ahmedabad,Salary cash
T09131,U071,2021-07-14,expense,food,804,upi,pune,Gift
T03623,U134,2021-07-14,expense,utilities,520,cash,kolkata,Course fee late
T03458,U154,2021-07-14,income,bonus,44297,cash,jaipur,
T00926,U061,2021-07-14,expense,food,1837,ui,jaipur,Monthly rent late
T14982,U175,2021-07-14,income,bonus,70430,bank transfer,kolkata,Gift
T05688,U171,2021-07-14,expense,food,225,upi,lucknow,Netflix subscription
T11528,U172,2021-07-14,expense,rent,99,bank transfer,ahmedabad,Dinner at resto
T07184,U097,2021-07-15,expense,travel,79,bank transfer,kolkata,Doctor visit
T03455,U138,2021-07-15,expense,entertainment,2005,bank transfer,kolkata,
T03905,U137,2021-07-15,expense,food,445,cash,bengaluru,Netflix subscription
T07732,U156,2021-07-15,expense,entertainment,952,ard,jaipur,Gift
T08955,U183,2021-07-15,expense,food,353,upi,chennai,Grocery shopping late
T13122,U148,2021-07-15,expense,rent,445,cash,mumbai,Netflix subscription
T12280,U075,2021-07-15,expense,rent,90,bank transfer,lucknow,Doctor visit cash
T13662,U099,2021-07-15,expense,food,89,upi,chennai,Grocery shopping
T09888,U004,2021-07-15,income,other income,63809,bank transfer,mumbai,
T14719,U131,2021-07-15,expense,savings,325,card,ahmedabad,Netflix subscription
T02919,U138,2021-07-15,expense,food,181,cash,unknown,Paid electricity bill
T11727,U027,2021-07-16,expense,food,293,cash,jaipur,Uber to office
T05838,U034,2021-07-16,expense,utilities,1255,cash,hyderabad,Doctor visit
T10528,U003,2021-07-16,income,bonus,61898,bank transfer,hyderabad,Monthly rent
T02123,U070,2021-07-16,expense,rent,264,bank transfer,bengaluru,Grocery shopping
T13434,U009,2021-07-16,expense,utilities,203,upi,hyderabad,Paid electricity bill
T08135,U183,2021-07-16,expense,travel,529,cash,pune,Gift
T05344,U091,2021-07-16,expense,travel,634,bank transfer,lucknow,Dinner at resto
T05910,U030,2021-07-16,expense,entertainnment,798,cash,ahmedabad,Uber to office
T02752,U009,2021-07-17,expense,travel,604,upi,ahmedabad,Paid electricity bill
T10424,U072,2021-07-17,expense,utilities,2079,bank transfer,kolkata,Gift
